"siteId","nctId","title","therapeuticArea","phase","overallStatus","sponsor","sponsorClass","facility","siteStatus","city","state","zip","country","latitude","longitude","contactCount","emailContactCount","phoneContactCount"
"NCT07567001-SITE-36","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","King George's Medical University (KGMU)","","Lucknow","Uttar Pradesh","226003","India","26.83928","80.92313","0","0","0"
"NCT07567001-SITE-37","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Sanjay Gandhi Postgraduate Institute of Medical Sciences","","Lucknow","Uttar Pradesh","226014","India","26.83928","80.92313","0","0","0"
"NCT07567001-SITE-38","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Galaxy Life Care Services Pvt. Ltd","","Varanasi","Uttar Pradesh","221010","India","25.31668","83.01041","0","0","0"
"NCT07567001-SITE-39","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Shri Mahant Indiresh Hospital","","Dehradun","Uttarakhand","248001","India","30.32443","78.03392","0","0","0"
"NCT07567001-SITE-40","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","The Medicity Super Speciality Hospital,","","Udham Singh Nagar","Uttarakhand","263153","India",,,"0","0","0"
"NCT07567001-SITE-41","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Healthworld hospitals","","Durgapur","West Bengal","713216","India","23.51583","87.30801","0","0","0"
"NCT07567001-SITE-42","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","All India Institute of Medical Sciences (AIIMS)","","New Delhi","","110029","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-43","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","Sir Ganga Ram Hospital","","New Delhi","","110060","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-44","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","National Heart Institute,India","","New Delhi","","110065","India","28.62137","77.2148","0","0","0"
"NCT07567001-SITE-45","NCT07567001","A Research Study to Look at How Well NNC0487-0111 Works Compared to Placebo in People With Heart Failure and Obesity","Cardiology / Vascular","Phase 3","NOT_YET_RECRUITING","Novo Nordisk A/S","Industry","WMF's Villoo Poonawalla Memorial Hospital","","Pune","","411028.","India","18.51957","73.85535","0","0","0"
"NCT07565987-SITE-1","NCT07565987","A Phase II Trial Evaluating Upfront Stereotactic Body Radiotherapy in Stage III Advanced Non-small Cell Lung Cancer","Oncology","Not Applicable","RECRUITING","All India Institute of Medical Sciences","Academic / Hospital / Other","Nci, Aiims-Jhajjar","RECRUITING","Jhajjar","Haryana","124105","India","28.6063","76.6565","1","1","0"
"NCT07557277-SITE-1","NCT07557277","Gingival Recession and Oral Health-related Quality of Life: A Cross-sectional Study","Dental / Oral Health","Not Provided","RECRUITING","Postgraduate Institute of Dental Sciences Rohtak","Academic / Hospital / Other","PGIDS, Rohtak","RECRUITING","Rohtak","Haryana","124001","India","28.89447","76.58917","1","1","1"
"NCT07555392-SITE-1","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","All India Institute of Medical Sciences","NOT_YET_RECRUITING","Guwahati","Assam","7811101","India","26.1844","91.7458","1","1","1"
"NCT07555392-SITE-2","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","All India Institute of Medical Sciences","NOT_YET_RECRUITING","Patna","Bihar","801507","India","25.59408","85.13563","2","1","1"
"NCT07555392-SITE-3","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","All India Institute of Medical Sciences","NOT_YET_RECRUITING","Raipur","Chhattisgarh","492099","India","21.23333","81.63333","2","1","1"
"NCT07555392-SITE-4","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","Redkar Hospital and Research Centre","RECRUITING","Mumbai","Goa","403513","India",,,"2","1","1"
"NCT07555392-SITE-5","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","PGIMS","NOT_YET_RECRUITING","Rohtak","Haryana","124001","India","28.89447","76.58917","2","1","1"
"NCT07555392-SITE-6","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","IMS & SUM Hospital bhubaneshwar Institute of Medical Sciences & SUM Hospital","RECRUITING","Bhubaneswar","Odisha","751003","India","20.27241","85.83385","2","1","1"
"NCT07555392-SITE-7","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","Jawahar Lal Nehru medical College","NOT_YET_RECRUITING","Ajmer","Rajasthan","305001","India","26.4521","74.63867","2","1","1"
"NCT07555392-SITE-8","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","Sardar Patel Medical College","NOT_YET_RECRUITING","Bikaner","Rajasthan","334001","India","28.01762","73.31495","2","1","1"
"NCT07555392-SITE-9","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","Guru Teg Bahadur Hospital","RECRUITING","Delhi","The National Capital Territory (nct) of Delhi","110029","India","28.65195","77.23149","2","1","1"
"NCT07555392-SITE-10","NCT07555392","A Seamless Phase II/III, Observer-blind, to Evaluate Immunogenicity and Safety of Chikungunya Virus Vaccine in Healthy Subjects 12-65Years of Age.","Vaccines / Preventive Medicine","Phase 2/3","RECRUITING","Bharat Biotech International Limited","Industry","AIIMS Rishikesh Department of Community Medicine","NOT_YET_RECRUITING","Rishikesh","Uttarakhand","249203","India","30.10778","78.29255","2","1","1"
"NCT07553598-SITE-1","NCT07553598","AIRCARE (Air Pollution and Cancer Research Ecosystem): Center for Advanced Research on Environmental Health and Lung Cancer Risk","Oncology","Not Provided","NOT_YET_RECRUITING","Abhishek Shankar","Academic / Hospital / Other","All India Institute of Medical Sciences","","New Delhi","National Capital Territory of Delhi","110029","India","28.62137","77.2148","1","1","1"
"NCT07549373-SITE-1","NCT07549373","Effect of Diode Laser, Gudmar and Vinegar in Diabetic Patients During Root Canal Treatment","Infectious Disease","Not Applicable","NOT_YET_RECRUITING","Sharda University","Academic / Hospital / Other","Dr Lakshmi Pandey","","Noida","Uttar Pradesh","201310","India","28.58","77.33","1","1","1"
"NCT07540611-SITE-1","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Patna","Bihar","800014","India","25.59408","85.13563","1","0","1"
"NCT07540611-SITE-2","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Bangalore","Karnataka","560041","India","12.97194","77.59369","1","1","1"
"NCT07540611-SITE-3","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Bhāndup","Maharashtra","","India","19.15","72.93333","1","0","1"
"NCT07540611-SITE-4","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Pune","Maharashtra","","India","18.51957","73.85535","1","0","0"
"NCT07540611-SITE-5","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Delhi","National Capital Territory of Delhi","","India","28.65195","77.23149","0","0","0"
"NCT07540611-SITE-6","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Jaipur","Rajasthan","","India","26.91962","75.78781","1","1","1"
"NCT07540611-SITE-7","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Allahābād","Uttar Pradesh","","India","29.22096","78.37997","1","0","0"
"NCT07540611-SITE-8","NCT07540611","Gonadotropin Therapy in Idiopathic Hypogonadal Non-Obstructive","Endocrinology / Metabolic","Not Applicable","NOT_YET_RECRUITING","Indira IVF Hospital Pvt Ltd","Academic / Hospital / Other","Recruitment","","Lucknow","Uttar Pradesh","","India","26.83928","80.92313","1","0","0"
"NCT07532200-SITE-1","NCT07532200","SCN9A Gene Expression and Inflammatory Cytokines","Immunology / Autoimmune","Not Provided","NOT_YET_RECRUITING","Jamia Millia Islamia","Academic / Hospital / Other","Faculty of Dentistry","","New Delhi","National Capital Territory of Delhi","110025","India","28.62137","77.2148","1","1","1"
"NCT07529561-SITE-1","NCT07529561","Efficacy of CL25216 on Hormonal Balance and Menstrual Health in Women With Primary Dysmenorrhea.","Other / Unclassified","Not Applicable","NOT_YET_RECRUITING","ApexCPG LLC","Industry","DEC Healthcare Hospital,","","Nellore","Andhra Pradesh","","India","14.44992","79.98697","1","0","1"
"NCT07528495-SITE-1","NCT07528495","A Trial Evaluating Omission of Radiotherapy to Regional Lymphatic's","Oncology","Phase 2/3","RECRUITING","All India Institute of Medical Sciences","Academic / Hospital / Other","Nci, Aiims","RECRUITING","Jhajjar","Haryana","124105","India","28.6063","76.6565","1","1","1"
"NCT07517913-SITE-1","NCT07517913","Cerebrospinal Fluid Kinetics of Urolithin A","Nutrition / Healthy Volunteer","Not Applicable","NOT_YET_RECRUITING","Amazentis SA","Industry","Lokmanya Medical Research Centre and Hospital","","Pune","","","India","18.51957","73.85535","1","1","1"
"NCT07517263-SITE-1","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Guntur","Andhra Pradesh","522001","India","16.29974","80.45729","0","0","0"
"NCT07517263-SITE-2","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Ahmedabad","Gujarat","380054","India","23.02579","72.58727","0","0","0"
"NCT07517263-SITE-3","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Ahmedabad","Gujarat","380060","India","23.02579","72.58727","0","0","0"
"NCT07517263-SITE-4","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Vadodara","Gujarat","390022","India","22.29941","73.20812","0","0","0"
"NCT07517263-SITE-5","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Belagavi","Karnataka","590010","India","15.85212","74.50447","0","0","0"
"NCT07517263-SITE-6","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Mangalore","Karnataka","575018","India","12.91723","74.85603","0","0","0"
"NCT07517263-SITE-7","NCT07517263","An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230)","Neurology / CNS","Phase 3","RECRUITING","Novartis Pharmaceuticals","Industry","Novartis Investigative Site","RECRUITING","Manipal","Karnataka","576104","India","13.35","74.78333","0","0","0"
